,area_code,state,market,market_size,profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,productid,date,product_type,product,type,comb_areacode_productid_date
1166,435,Utah,West,Small Market,22.0,64.0,111.0,47.0,42.0,15.0,375.0,80.0,50.0,100.0,150.0,2,2010-10-01,Coffee,Columbian,Regular,435-2-2010-10-01
1167,435,Utah,West,Small Market,27.0,71.0,124.0,53.0,44.0,17.0,380.0,50.0,60.0,80.0,140.0,2,2010-11-01,Coffee,Columbian,Regular,435-2-2010-11-01
1168,435,Utah,West,Small Market,47.0,75.0,145.0,55.0,47.0,18.0,312.0,70.0,60.0,100.0,160.0,2,2011-01-01,Coffee,Columbian,Regular,435-2-2011-01-01
1169,435,Utah,West,Small Market,45.0,75.0,139.0,55.0,45.0,18.0,305.0,70.0,60.0,100.0,160.0,2,2011-02-01,Coffee,Columbian,Regular,435-2-2011-02-01
1170,435,Utah,West,Small Market,37.0,68.0,127.0,51.0,43.0,16.0,311.0,50.0,60.0,80.0,140.0,2,2011-04-01,Coffee,Columbian,Regular,435-2-2011-04-01
1171,435,Utah,West,Small Market,30.0,65.0,112.0,48.0,40.0,15.0,334.0,50.0,60.0,80.0,140.0,2,2011-05-01,Coffee,Columbian,Regular,435-2-2011-05-01
1172,435,Utah,West,Small Market,26.0,62.0,107.0,46.0,40.0,15.0,367.0,50.0,50.0,80.0,130.0,2,2011-06-01,Coffee,Columbian,Regular,435-2-2011-06-01
1173,435,Utah,West,Small Market,22.0,57.0,99.0,43.0,38.0,14.0,388.0,40.0,50.0,70.0,120.0,2,2011-07-01,Coffee,Columbian,Regular,435-2-2011-07-01
1174,435,Utah,West,Small Market,21.0,56.0,97.0,42.0,38.0,13.0,384.0,40.0,50.0,70.0,120.0,2,2011-08-01,Coffee,Columbian,Regular,435-2-2011-08-01
1175,435,Utah,West,Small Market,33.0,64.0,118.0,47.0,42.0,15.0,375.0,80.0,50.0,100.0,150.0,2,2011-10-01,Coffee,Columbian,Regular,435-2-2011-10-01
1176,435,Utah,West,Small Market,40.0,71.0,132.0,53.0,44.0,17.0,380.0,50.0,60.0,80.0,140.0,2,2011-11-01,Coffee,Columbian,Regular,435-2-2011-11-01
1177,435,Utah,West,Small Market,31.0,65.0,121.0,49.0,44.0,16.0,392.0,50.0,50.0,80.0,130.0,2,2011-12-01,Coffee,Columbian,Regular,435-2-2011-12-01
1178,435,Utah,West,Small Market,41.0,107.0,193.0,86.0,66.0,32.0,484.0,80.0,100.0,140.0,240.0,3,2010-02-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-02-01
1179,435,Utah,West,Small Market,38.0,104.0,189.0,85.0,66.0,32.0,476.0,70.0,100.0,130.0,230.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-03-01
1180,435,Utah,West,Small Market,34.0,98.0,178.0,80.0,64.0,30.0,494.0,70.0,100.0,120.0,220.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-04-01
1181,435,Utah,West,Small Market,34.0,96.0,173.0,77.0,62.0,29.0,529.0,70.0,90.0,120.0,210.0,3,2010-05-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-05-01
1182,435,Utah,West,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,70.0,90.0,120.0,210.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-06-01
1183,435,Utah,West,Small Market,31.0,93.0,169.0,76.0,62.0,28.0,613.0,70.0,90.0,120.0,210.0,3,2010-07-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-07-01
1184,435,Utah,West,Small Market,27.0,88.0,160.0,72.0,61.0,27.0,606.0,60.0,90.0,110.0,200.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-08-01
1185,435,Utah,West,Small Market,34.0,98.0,177.0,79.0,64.0,30.0,593.0,120.0,100.0,160.0,260.0,3,2010-10-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-10-01
1186,435,Utah,West,Small Market,26.0,85.0,153.0,68.0,59.0,25.0,619.0,50.0,80.0,100.0,180.0,3,2010-12-01,Coffee,Decaf Irish Cream,Decaf,435-3-2010-12-01
1187,435,Utah,West,Small Market,61.0,107.0,206.0,86.0,66.0,32.0,484.0,80.0,100.0,140.0,240.0,3,2011-02-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-02-01
1188,435,Utah,West,Small Market,56.0,104.0,201.0,85.0,66.0,32.0,476.0,70.0,100.0,130.0,230.0,3,2011-03-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-03-01
1189,435,Utah,West,Small Market,47.0,96.0,171.0,77.0,58.0,29.0,529.0,70.0,90.0,120.0,210.0,3,2011-05-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-05-01
1190,435,Utah,West,Small Market,44.0,93.0,167.0,76.0,57.0,28.0,580.0,70.0,90.0,120.0,210.0,3,2011-06-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-06-01
1191,435,Utah,West,Small Market,43.0,93.0,167.0,76.0,58.0,28.0,613.0,70.0,90.0,120.0,210.0,3,2011-07-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-07-01
1192,435,Utah,West,Small Market,36.0,83.0,160.0,67.0,59.0,25.0,599.0,50.0,80.0,100.0,180.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-09-01
1193,435,Utah,West,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,120.0,100.0,160.0,260.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-10-01
1194,435,Utah,West,Small Market,56.0,102.0,196.0,82.0,64.0,31.0,601.0,60.0,90.0,120.0,210.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf,435-3-2011-11-01
1195,435,Utah,West,Small Market,-9.0,36.0,65.0,29.0,45.0,11.0,169.0,10.0,10.0,30.0,40.0,13,2010-01-01,Tea,Green Tea,Regular,435-13-2010-01-01
1196,435,Utah,West,Small Market,-6.0,38.0,68.0,30.0,44.0,11.0,165.0,10.0,10.0,30.0,40.0,13,2010-02-01,Tea,Green Tea,Regular,435-13-2010-02-01
1197,435,Utah,West,Small Market,-4.0,42.0,75.0,33.0,46.0,12.0,162.0,10.0,20.0,30.0,50.0,13,2010-03-01,Tea,Green Tea,Regular,435-13-2010-03-01
1198,435,Utah,West,Small Market,-8.0,36.0,65.0,29.0,44.0,11.0,169.0,10.0,10.0,30.0,40.0,13,2010-04-01,Tea,Green Tea,Regular,435-13-2010-04-01
1199,435,Utah,West,Small Market,-3.0,43.0,78.0,35.0,46.0,13.0,204.0,10.0,20.0,30.0,50.0,13,2010-06-01,Tea,Green Tea,Regular,435-13-2010-06-01
1200,435,Utah,West,Small Market,1.0,49.0,89.0,40.0,48.0,15.0,219.0,20.0,20.0,40.0,60.0,13,2010-07-01,Tea,Green Tea,Regular,435-13-2010-07-01
1201,435,Utah,West,Small Market,-9.0,36.0,65.0,29.0,45.0,11.0,215.0,10.0,10.0,30.0,40.0,13,2010-08-01,Tea,Green Tea,Regular,435-13-2010-08-01
1202,435,Utah,West,Small Market,-13.0,30.0,54.0,24.0,43.0,9.0,212.0,0.0,10.0,20.0,30.0,13,2010-09-01,Tea,Green Tea,Regular,435-13-2010-09-01
1203,435,Utah,West,Small Market,-12.0,31.0,56.0,25.0,43.0,9.0,209.0,10.0,0.0,20.0,20.0,13,2010-10-01,Tea,Green Tea,Regular,435-13-2010-10-01
1204,435,Utah,West,Small Market,-15.0,25.0,45.0,20.0,40.0,7.0,218.0,0.0,10.0,20.0,30.0,13,2010-12-01,Tea,Green Tea,Regular,435-13-2010-12-01
1205,435,Utah,West,Small Market,-14.0,36.0,73.0,29.0,47.0,11.0,169.0,10.0,10.0,30.0,40.0,13,2011-01-01,Tea,Green Tea,Regular,435-13-2011-01-01
1206,435,Utah,West,Small Market,-9.0,38.0,72.0,30.0,44.0,11.0,165.0,10.0,10.0,30.0,40.0,13,2011-02-01,Tea,Green Tea,Regular,435-13-2011-02-01
1207,435,Utah,West,Small Market,-6.0,42.0,80.0,33.0,46.0,12.0,162.0,10.0,20.0,30.0,50.0,13,2011-03-01,Tea,Green Tea,Regular,435-13-2011-03-01
1208,435,Utah,West,Small Market,-4.0,43.0,77.0,35.0,43.0,13.0,204.0,10.0,20.0,30.0,50.0,13,2011-06-01,Tea,Green Tea,Regular,435-13-2011-06-01
1209,435,Utah,West,Small Market,1.0,49.0,88.0,40.0,45.0,15.0,219.0,20.0,20.0,40.0,60.0,13,2011-07-01,Tea,Green Tea,Regular,435-13-2011-07-01
1210,435,Utah,West,Small Market,-12.0,36.0,64.0,29.0,42.0,11.0,215.0,10.0,10.0,30.0,40.0,13,2011-08-01,Tea,Green Tea,Regular,435-13-2011-08-01
1211,435,Utah,West,Small Market,-19.0,30.0,58.0,24.0,43.0,9.0,212.0,0.0,10.0,20.0,30.0,13,2011-09-01,Tea,Green Tea,Regular,435-13-2011-09-01
1212,435,Utah,West,Small Market,-18.0,31.0,60.0,25.0,43.0,9.0,209.0,10.0,0.0,20.0,20.0,13,2011-10-01,Tea,Green Tea,Regular,435-13-2011-10-01
1213,435,Utah,West,Small Market,-4.0,42.0,81.0,34.0,45.0,12.0,211.0,0.0,20.0,30.0,50.0,13,2011-11-01,Tea,Green Tea,Regular,435-13-2011-11-01
1214,435,Utah,West,Small Market,-22.0,25.0,48.0,20.0,40.0,7.0,218.0,0.0,10.0,20.0,30.0,13,2011-12-01,Tea,Green Tea,Regular,435-13-2011-12-01
1215,435,Utah,West,Small Market,34.0,63.0,112.0,49.0,29.0,16.0,623.0,40.0,40.0,60.0,100.0,5,2010-01-01,Espresso,Caffe Mocha,Regular,435-5-2010-01-01
1216,435,Utah,West,Small Market,36.0,63.0,111.0,48.0,27.0,15.0,599.0,40.0,40.0,60.0,100.0,5,2010-05-01,Espresso,Caffe Mocha,Regular,435-5-2010-05-01
1217,435,Utah,West,Small Market,35.0,63.0,111.0,48.0,28.0,15.0,593.0,40.0,40.0,60.0,100.0,5,2010-06-01,Espresso,Caffe Mocha,Regular,435-5-2010-06-01
1218,435,Utah,West,Small Market,56.0,90.0,159.0,69.0,34.0,22.0,572.0,60.0,60.0,90.0,150.0,5,2010-09-01,Espresso,Caffe Mocha,Regular,435-5-2010-09-01
1219,435,Utah,West,Small Market,85.0,130.0,231.0,101.0,45.0,33.0,552.0,90.0,90.0,130.0,220.0,5,2010-11-01,Espresso,Caffe Mocha,Regular,435-5-2010-11-01
1220,435,Utah,West,Small Market,77.0,120.0,214.0,94.0,43.0,31.0,540.0,70.0,90.0,110.0,200.0,5,2010-12-01,Espresso,Caffe Mocha,Regular,435-5-2010-12-01
1221,435,Utah,West,Small Market,53.0,63.0,125.0,49.0,30.0,16.0,623.0,40.0,40.0,60.0,100.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,435-5-2011-01-01
1222,435,Utah,West,Small Market,52.0,63.0,119.0,49.0,28.0,16.0,617.0,40.0,40.0,60.0,100.0,5,2011-02-01,Espresso,Caffe Mocha,Regular,435-5-2011-02-01
1223,435,Utah,West,Small Market,55.0,67.0,127.0,52.0,30.0,17.0,605.0,50.0,40.0,70.0,110.0,5,2011-04-01,Espresso,Caffe Mocha,Regular,435-5-2011-04-01
1224,435,Utah,West,Small Market,50.0,63.0,110.0,48.0,25.0,15.0,599.0,40.0,40.0,60.0,100.0,5,2011-05-01,Espresso,Caffe Mocha,Regular,435-5-2011-05-01
1225,435,Utah,West,Small Market,44.0,60.0,105.0,46.0,26.0,15.0,587.0,40.0,40.0,60.0,100.0,5,2011-07-01,Espresso,Caffe Mocha,Regular,435-5-2011-07-01
1226,435,Utah,West,Small Market,86.0,99.0,174.0,77.0,34.0,25.0,581.0,60.0,70.0,90.0,160.0,5,2011-08-01,Espresso,Caffe Mocha,Regular,435-5-2011-08-01
1227,435,Utah,West,Small Market,129.0,133.0,251.0,103.0,46.0,33.0,564.0,110.0,80.0,130.0,210.0,5,2011-10-01,Espresso,Caffe Mocha,Regular,435-5-2011-10-01
1228,435,Utah,West,Small Market,114.0,120.0,228.0,94.0,43.0,31.0,540.0,70.0,90.0,110.0,200.0,5,2011-12-01,Espresso,Caffe Mocha,Regular,435-5-2011-12-01
1229,435,Utah,West,Small Market,47.0,73.0,123.0,50.0,26.0,14.0,821.0,50.0,40.0,70.0,110.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf,435-6-2010-01-01
1230,435,Utah,West,Small Market,48.0,73.0,123.0,50.0,25.0,14.0,814.0,50.0,40.0,70.0,110.0,6,2010-02-01,Espresso,Decaf Espresso,Decaf,435-6-2010-02-01
1231,435,Utah,West,Small Market,47.0,72.0,121.0,49.0,25.0,13.0,809.0,50.0,40.0,70.0,110.0,6,2010-03-01,Espresso,Decaf Espresso,Decaf,435-6-2010-03-01
1232,435,Utah,West,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,50.0,40.0,70.0,110.0,6,2010-04-01,Espresso,Decaf Espresso,Decaf,435-6-2010-04-01
1233,435,Utah,West,Small Market,42.0,65.0,109.0,44.0,23.0,12.0,844.0,40.0,40.0,60.0,100.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,435-6-2010-05-01
1234,435,Utah,West,Small Market,34.0,55.0,92.0,37.0,21.0,10.0,876.0,40.0,30.0,50.0,80.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,435-6-2010-06-01
1235,435,Utah,West,Small Market,28.0,49.0,83.0,34.0,21.0,9.0,890.0,30.0,30.0,40.0,70.0,6,2010-08-01,Espresso,Decaf Espresso,Decaf,435-6-2010-08-01
1236,435,Utah,West,Small Market,40.0,64.0,108.0,44.0,24.0,12.0,886.0,40.0,40.0,60.0,100.0,6,2010-09-01,Espresso,Decaf Espresso,Decaf,435-6-2010-09-01
1237,435,Utah,West,Small Market,37.0,59.0,99.0,40.0,22.0,11.0,881.0,60.0,20.0,60.0,80.0,6,2010-10-01,Espresso,Decaf Espresso,Decaf,435-6-2010-10-01
1238,435,Utah,West,Small Market,52.0,78.0,132.0,54.0,26.0,15.0,885.0,50.0,50.0,70.0,120.0,6,2010-11-01,Espresso,Decaf Espresso,Decaf,435-6-2010-11-01
1239,435,Utah,West,Small Market,47.0,73.0,123.0,50.0,26.0,14.0,898.0,50.0,40.0,70.0,110.0,6,2010-12-01,Espresso,Decaf Espresso,Decaf,435-6-2010-12-01
1240,435,Utah,West,Small Market,73.0,73.0,138.0,50.0,27.0,14.0,821.0,50.0,40.0,70.0,110.0,6,2011-01-01,Espresso,Decaf Espresso,Decaf,435-6-2011-01-01
1241,435,Utah,West,Small Market,71.0,73.0,131.0,50.0,25.0,14.0,814.0,50.0,40.0,70.0,110.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf,435-6-2011-02-01
1242,435,Utah,West,Small Market,70.0,72.0,129.0,49.0,25.0,13.0,809.0,50.0,40.0,70.0,110.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf,435-6-2011-03-01
1243,435,Utah,West,Small Market,64.0,68.0,123.0,47.0,25.0,13.0,821.0,50.0,40.0,70.0,110.0,6,2011-04-01,Espresso,Decaf Espresso,Decaf,435-6-2011-04-01
1244,435,Utah,West,Small Market,58.0,65.0,108.0,44.0,21.0,12.0,844.0,40.0,40.0,60.0,100.0,6,2011-05-01,Espresso,Decaf Espresso,Decaf,435-6-2011-05-01
1245,435,Utah,West,Small Market,47.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,30.0,50.0,80.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf,435-6-2011-06-01
1246,435,Utah,West,Small Market,43.0,52.0,86.0,35.0,20.0,9.0,894.0,40.0,30.0,50.0,80.0,6,2011-07-01,Espresso,Decaf Espresso,Decaf,435-6-2011-07-01
1247,435,Utah,West,Small Market,39.0,49.0,82.0,34.0,20.0,9.0,890.0,30.0,30.0,40.0,70.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf,435-6-2011-08-01
1248,435,Utah,West,Small Market,59.0,64.0,115.0,44.0,24.0,12.0,886.0,40.0,40.0,60.0,100.0,6,2011-09-01,Espresso,Decaf Espresso,Decaf,435-6-2011-09-01
1249,435,Utah,West,Small Market,55.0,59.0,106.0,40.0,22.0,11.0,881.0,60.0,20.0,60.0,80.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,435-6-2011-10-01
1250,435,Utah,West,Small Market,77.0,78.0,141.0,54.0,26.0,15.0,885.0,50.0,50.0,70.0,120.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf,435-6-2011-11-01
1251,435,Utah,West,Small Market,70.0,73.0,131.0,50.0,26.0,14.0,898.0,50.0,40.0,70.0,110.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf,435-6-2011-12-01
1252,435,Utah,West,Small Market,24.0,60.0,101.0,41.0,36.0,13.0,236.0,30.0,30.0,50.0,80.0,8,2010-02-01,Herbal Tea,Chamomile,Decaf,435-8-2010-02-01
1253,435,Utah,West,Small Market,28.0,64.0,107.0,43.0,36.0,13.0,231.0,40.0,30.0,60.0,90.0,8,2010-03-01,Herbal Tea,Chamomile,Decaf,435-8-2010-03-01
1254,435,Utah,West,Small Market,34.0,72.0,121.0,49.0,38.0,15.0,241.0,30.0,40.0,60.0,100.0,8,2010-04-01,Herbal Tea,Chamomile,Decaf,435-8-2010-04-01
1255,435,Utah,West,Small Market,34.0,74.0,125.0,51.0,40.0,16.0,265.0,40.0,40.0,70.0,110.0,8,2010-05-01,Herbal Tea,Chamomile,Decaf,435-8-2010-05-01
1256,435,Utah,West,Small Market,42.0,82.0,138.0,56.0,40.0,17.0,302.0,50.0,40.0,80.0,120.0,8,2010-06-01,Herbal Tea,Chamomile,Decaf,435-8-2010-06-01
1257,435,Utah,West,Small Market,48.0,90.0,151.0,61.0,42.0,19.0,329.0,60.0,50.0,80.0,130.0,8,2010-07-01,Herbal Tea,Chamomile,Decaf,435-8-2010-07-01
1258,435,Utah,West,Small Market,34.0,71.0,120.0,49.0,37.0,15.0,315.0,40.0,40.0,60.0,100.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,435-8-2010-09-01
1259,435,Utah,West,Small Market,36.0,75.0,127.0,52.0,39.0,16.0,327.0,40.0,40.0,70.0,110.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf,435-8-2010-12-01
1260,435,Utah,West,Small Market,33.0,55.0,104.0,38.0,36.0,12.0,241.0,30.0,30.0,50.0,80.0,8,2011-01-01,Herbal Tea,Chamomile,Decaf,435-8-2011-01-01
1261,435,Utah,West,Small Market,36.0,60.0,108.0,41.0,36.0,13.0,236.0,30.0,30.0,50.0,80.0,8,2011-02-01,Herbal Tea,Chamomile,Decaf,435-8-2011-02-01
1262,435,Utah,West,Small Market,42.0,64.0,114.0,43.0,36.0,13.0,231.0,40.0,30.0,60.0,90.0,8,2011-03-01,Herbal Tea,Chamomile,Decaf,435-8-2011-03-01
1263,435,Utah,West,Small Market,47.0,74.0,124.0,51.0,37.0,16.0,265.0,40.0,40.0,70.0,110.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf,435-8-2011-05-01
1264,435,Utah,West,Small Market,58.0,82.0,137.0,56.0,37.0,17.0,302.0,50.0,40.0,80.0,120.0,8,2011-06-01,Herbal Tea,Chamomile,Decaf,435-8-2011-06-01
1265,435,Utah,West,Small Market,66.0,90.0,150.0,61.0,39.0,19.0,329.0,60.0,50.0,80.0,130.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf,435-8-2011-07-01
1266,435,Utah,West,Small Market,68.0,90.0,150.0,61.0,38.0,19.0,322.0,60.0,50.0,80.0,130.0,8,2011-08-01,Herbal Tea,Chamomile,Decaf,435-8-2011-08-01
1267,435,Utah,West,Small Market,45.0,67.0,120.0,46.0,37.0,14.0,316.0,30.0,40.0,60.0,100.0,8,2011-11-01,Herbal Tea,Chamomile,Decaf,435-8-2011-11-01
1268,435,Utah,West,Small Market,53.0,75.0,135.0,52.0,39.0,16.0,327.0,40.0,40.0,70.0,110.0,8,2011-12-01,Herbal Tea,Chamomile,Decaf,435-8-2011-12-01
1269,435,Utah,West,Small Market,25.0,72.0,120.0,48.0,47.0,15.0,372.0,30.0,40.0,60.0,100.0,9,2010-01-01,Herbal Tea,Lemon,Decaf,435-9-2010-01-01
1270,435,Utah,West,Small Market,24.0,69.0,114.0,45.0,45.0,14.0,366.0,40.0,30.0,70.0,100.0,9,2010-02-01,Herbal Tea,Lemon,Decaf,435-9-2010-02-01
1271,435,Utah,West,Small Market,26.0,72.0,119.0,47.0,46.0,15.0,361.0,30.0,40.0,60.0,100.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,435-9-2010-03-01
1272,435,Utah,West,Small Market,28.0,75.0,125.0,50.0,47.0,16.0,372.0,40.0,40.0,70.0,110.0,9,2010-04-01,Herbal Tea,Lemon,Decaf,435-9-2010-04-01
1273,435,Utah,West,Small Market,32.0,80.0,132.0,52.0,48.0,17.0,397.0,40.0,40.0,70.0,110.0,9,2010-05-01,Herbal Tea,Lemon,Decaf,435-9-2010-05-01
1274,435,Utah,West,Small Market,42.0,94.0,156.0,62.0,52.0,20.0,436.0,50.0,50.0,80.0,130.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,435-9-2010-06-01
1275,435,Utah,West,Small Market,44.0,96.0,160.0,64.0,52.0,21.0,467.0,60.0,50.0,90.0,140.0,9,2010-07-01,Herbal Tea,Lemon,Decaf,435-9-2010-07-01
1276,435,Utah,West,Small Market,44.0,96.0,160.0,64.0,52.0,21.0,460.0,60.0,50.0,90.0,140.0,9,2010-08-01,Herbal Tea,Lemon,Decaf,435-9-2010-08-01
1277,435,Utah,West,Small Market,34.0,84.0,139.0,55.0,50.0,18.0,453.0,50.0,40.0,80.0,120.0,9,2010-09-01,Herbal Tea,Lemon,Decaf,435-9-2010-09-01
1278,435,Utah,West,Small Market,23.0,69.0,114.0,45.0,46.0,14.0,447.0,60.0,20.0,70.0,90.0,9,2010-10-01,Herbal Tea,Lemon,Decaf,435-9-2010-10-01
1279,435,Utah,West,Small Market,20.0,66.0,109.0,43.0,46.0,14.0,452.0,30.0,40.0,60.0,100.0,9,2010-11-01,Herbal Tea,Lemon,Decaf,435-9-2010-11-01
1280,435,Utah,West,Small Market,39.0,72.0,134.0,48.0,49.0,15.0,372.0,30.0,40.0,60.0,100.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,435-9-2011-01-01
1281,435,Utah,West,Small Market,36.0,69.0,121.0,45.0,45.0,14.0,366.0,40.0,30.0,70.0,100.0,9,2011-02-01,Herbal Tea,Lemon,Decaf,435-9-2011-02-01
1282,435,Utah,West,Small Market,39.0,72.0,127.0,47.0,46.0,15.0,361.0,30.0,40.0,60.0,100.0,9,2011-03-01,Herbal Tea,Lemon,Decaf,435-9-2011-03-01
1283,435,Utah,West,Small Market,42.0,75.0,133.0,50.0,47.0,16.0,372.0,40.0,40.0,70.0,110.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,435-9-2011-04-01
1284,435,Utah,West,Small Market,44.0,80.0,131.0,52.0,45.0,17.0,397.0,40.0,40.0,70.0,110.0,9,2011-05-01,Herbal Tea,Lemon,Decaf,435-9-2011-05-01
1285,435,Utah,West,Small Market,61.0,96.0,159.0,64.0,48.0,21.0,467.0,60.0,50.0,90.0,140.0,9,2011-07-01,Herbal Tea,Lemon,Decaf,435-9-2011-07-01
1286,435,Utah,West,Small Market,61.0,96.0,159.0,64.0,48.0,21.0,460.0,60.0,50.0,90.0,140.0,9,2011-08-01,Herbal Tea,Lemon,Decaf,435-9-2011-08-01
1287,435,Utah,West,Small Market,50.0,84.0,148.0,55.0,50.0,18.0,453.0,50.0,40.0,80.0,120.0,9,2011-09-01,Herbal Tea,Lemon,Decaf,435-9-2011-09-01
1288,435,Utah,West,Small Market,34.0,69.0,121.0,45.0,46.0,14.0,447.0,60.0,20.0,70.0,90.0,9,2011-10-01,Herbal Tea,Lemon,Decaf,435-9-2011-10-01
1289,435,Utah,West,Small Market,30.0,66.0,116.0,43.0,46.0,14.0,452.0,30.0,40.0,60.0,100.0,9,2011-11-01,Herbal Tea,Lemon,Decaf,435-9-2011-11-01
1290,435,Utah,West,Small Market,42.0,74.0,130.0,48.0,46.0,15.0,462.0,40.0,40.0,70.0,110.0,9,2011-12-01,Herbal Tea,Lemon,Decaf,435-9-2011-12-01
1291,435,Utah,West,Small Market,-40.0,11.0,99.0,88.0,51.0,27.0,525.0,-30.0,70.0,10.0,80.0,10,2010-01-01,Herbal Tea,Mint,Decaf,435-10-2010-01-01
1292,435,Utah,West,Small Market,-31.0,18.0,102.0,84.0,49.0,26.0,625.0,-30.0,70.0,10.0,80.0,10,2010-02-01,Herbal Tea,Mint,Decaf,435-10-2010-02-01
1293,435,Utah,West,Small Market,-11.0,40.0,133.0,93.0,51.0,28.0,840.0,0.0,70.0,40.0,110.0,10,2010-04-01,Herbal Tea,Mint,Decaf,435-10-2010-04-01
1294,435,Utah,West,Small Market,-15.0,38.0,136.0,98.0,53.0,30.0,973.0,-10.0,80.0,30.0,110.0,10,2010-05-01,Herbal Tea,Mint,Decaf,435-10-2010-05-01
1295,435,Utah,West,Small Market,-33.0,25.0,141.0,116.0,58.0,35.0,1142.0,-10.0,90.0,30.0,120.0,10,2010-06-01,Herbal Tea,Mint,Decaf,435-10-2010-06-01
1296,435,Utah,West,Small Market,-27.0,23.0,109.0,86.0,50.0,26.0,1698.0,0.0,60.0,20.0,80.0,10,2010-10-01,Herbal Tea,Mint,Decaf,435-10-2010-10-01
1297,435,Utah,West,Small Market,17.0,68.0,160.0,92.0,51.0,28.0,1898.0,20.0,80.0,60.0,140.0,10,2010-12-01,Herbal Tea,Mint,Decaf,435-10-2010-12-01
1298,435,Utah,West,Small Market,-62.0,11.0,111.0,88.0,54.0,27.0,525.0,-30.0,70.0,10.0,80.0,10,2011-01-01,Herbal Tea,Mint,Decaf,435-10-2011-01-01
1299,435,Utah,West,Small Market,-46.0,18.0,109.0,84.0,49.0,26.0,625.0,-30.0,70.0,10.0,80.0,10,2011-02-01,Herbal Tea,Mint,Decaf,435-10-2011-02-01
1300,435,Utah,West,Small Market,-16.0,40.0,142.0,93.0,51.0,28.0,840.0,0.0,70.0,40.0,110.0,10,2011-04-01,Herbal Tea,Mint,Decaf,435-10-2011-04-01
1301,435,Utah,West,Small Market,-46.0,25.0,140.0,116.0,54.0,35.0,1142.0,-10.0,90.0,30.0,120.0,10,2011-06-01,Herbal Tea,Mint,Decaf,435-10-2011-06-01
1302,435,Utah,West,Small Market,-67.0,11.0,123.0,104.0,56.0,32.0,1574.0,-20.0,80.0,20.0,100.0,10,2011-09-01,Herbal Tea,Mint,Decaf,435-10-2011-09-01
1303,435,Utah,West,Small Market,-40.0,23.0,116.0,86.0,50.0,26.0,1698.0,0.0,60.0,20.0,80.0,10,2011-10-01,Herbal Tea,Mint,Decaf,435-10-2011-10-01
1304,435,Utah,West,Small Market,-12.0,40.0,130.0,82.0,48.0,25.0,1804.0,0.0,70.0,40.0,110.0,10,2011-11-01,Herbal Tea,Mint,Decaf,435-10-2011-11-01
1305,435,Utah,West,Small Market,25.0,68.0,171.0,92.0,51.0,28.0,1898.0,20.0,80.0,60.0,140.0,10,2011-12-01,Herbal Tea,Mint,Decaf,435-10-2011-12-01
1306,435,Utah,West,Small Market,-10.0,53.0,90.0,37.0,63.0,34.0,261.0,0.0,20.0,40.0,60.0,11,2010-01-01,Tea,Darjeeling,Regular,435-11-2010-01-01
1307,435,Utah,West,Small Market,-7.0,61.0,104.0,43.0,68.0,39.0,256.0,10.0,20.0,50.0,70.0,11,2010-02-01,Tea,Darjeeling,Regular,435-11-2010-02-01
